MAL_ID,Name,Average Rating,Genres,English name,Japanese name,Type,Episodes,Premiered,Studios,Members,Favorites
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,TV,26,Spring 2002,Studio Pierrot,25243,41
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",Unknown,とらいあんぐるハート -Sweet Songs Forever-,OVA,4,Unknown,Seven Arcs,6030,6
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,Spring 2005,Bee Train,195978,2284
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,ウルトラマニアック,TV,26,Spring 2003,Production Reed,27718,141
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",Unknown,ウルトラマニアック,OVA,1,Unknown,Production Reed,4941,4
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,Fall 2000,Gonzo,73554,436
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Unknown,ヴァンドレッド the second stage,TV,13,Fall 2001,Gonzo,47649,117
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,天空のエスカフローネ,TV,26,Spring 1996,Sunrise,127239,2086
183,Whistle!,7.39,"School, Shounen, Sports",Unknown,ホイッスル！,TV,39,Spring 2002,Studio Comet,12063,73
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",Unknown,ゼノサーガ THE ANIMATION,TV,12,Winter 2005,Toei Animation,17824,46
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,頭文字〈イニシャル〉D,TV,26,Spring 1998,"Gallop, Studio Comet",229315,6949
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,頭文字〈イニシャル〉D SECOND STAGE,TV,13,Fall 1999,Pastel,134642,691
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Unknown,頭文字〈イニシャル〉D THIRD STAGE,Movie,1,Unknown,Studio Deen,113842,469
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",Masquerade,御先祖賛江,OVA,4,Unknown,Unknown,2308,4
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,TV,24,Spring 2000,Xebec,225891,1584
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,ラブ ひな Again,OVA,3,Unknown,Xebec,76962,95
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Love Hina Christmas Movie,ラブひなクリスマススペシャル ～サイレント・イヴ～,Special,1,Unknown,Xebec,53291,49
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Love Hina Spring Movie,ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,Special,1,Unknown,Xebec,48221,23
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,TV,24,Fall 2003,J.C.Staff,85634,259
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,マクロス ゼロ,OVA,5,Unknown,Satelight,33232,125
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,おねがい☆ティーチャー,TV,12,Winter 2002,Daume,147889,926
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,おねがい☆ツインズ,TV,12,Summer 2003,Daume,77733,192
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",Unknown,りぜるまいん,TV,24,Spring 2002,"Madhouse, Imagin",21968,51
198,Speed Grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,スピードグラファー,TV,24,Spring 2005,Gonzo,95801,602
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Spirited Away,千と千尋の神隠し,Movie,1,Unknown,Studio Ghibli,1245727,25610
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",Cheeky Angel,天使な小生意気,TV,50,Spring 2002,TMS Entertainment,22832,133
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",Video Girl Ai,電影少女 VIDEO・GIRL・AI,OVA,6,Unknown,Production I.G,23075,107
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wolf's Rain,ウルフズレイン,TV,26,Winter 2003,Bones,271685,5716
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",Unknown,ワーズ・ワース,OVA,5,Unknown,Arms,7447,38
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",Unknown,ゆめりあ,TV,12,Winter 2004,Studio Deen,24902,35
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,サムライチャンプルー,TV,26,Spring 2004,Manglobe,892196,29414
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",Record of Lodoss War:Chronicles of the Heroic Knight,ロードス島戦記　英雄騎士伝,TV,27,Spring 1998,AIC,25344,117
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",Record of Lodoss War,ロードス島戦記,OVA,13,Unknown,Madhouse,51172,487
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",R.O.D - Read or Die,R.O.D リード・オア・ダイ,OVA,3,Unknown,Studio Deen,56984,317
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",R.O.D -The TV-,アール・オー・ディー ザ・ティーヴィー,TV,26,Fall 2003,J.C.Staff,61604,423
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",Ranma ½,らんま1/2,TV,161,Spring 1989,Studio Deen,194975,3665
211,Pure Mail,6.26,Hentai,Unknown,ピュアメール,OVA,2,Unknown,Unknown,3114,14
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Unknown,プロジェクトＡ子,Movie,1,Unknown,APPP,14403,104
213,Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",Welcome to Pia Carrot,Piaキャロットへようこそ!!,OVA,3,Unknown,Unknown,3074,5
214,Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",Welcome To Pia Carrot 2,Piaキャロットへようこそ!! 2,OVA,3,Unknown,Unknown,2097,4
215,Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",Unknown,Pia キャロット へ ようこそ!! 2 DX,OVA,6,Unknown,Unknown,2109,3
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Welcome to Pia Carrot! Sayaka's Love Story,Pia キャロットへようこそ！！劇場版～さやかの恋物語～,Movie,1,Unknown,Bones,2450,3
217,Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",New Angel,新エンジェル,OVA,5,Unknown,Unknown,2432,13
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",Martian Successor Nadesico,機動戦艦ナデシコ,TV,26,Fall 1996,Xebec,43756,420
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Martian Successor Nadesico:The Prince of Darkness,機動戦艦ナデシコ The prince of darkness,Movie,1,Unknown,Xebec,13414,33
220,Kuro no Danshou,5.76,"Hentai, Horror",Mystery of the Necronomicon,黒の断章,OVA,4,Unknown,Unknown,2254,7
221,Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",Unknown,メゾフォルテ,OVA,2,Unknown,Arms,24730,93
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",Unknown,メゾ,TV,13,Winter 2004,Arms,17246,33
223,Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball,ドラゴンボール,TV,153,Winter 1986,Toei Animation,735546,13454
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",Dragon Ball GT,ドラゴンボールGT,TV,64,Winter 1996,Toei Animation,472177,1878
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Elfen Lied,エルフェンリート,TV,13,Summer 2004,Arms,1187921,23830
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",FLCL,フリクリ,OVA,6,Unknown,"Gainax, Production I.G",610114,23432
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",Hell Girl,地獄少女,TV,26,Fall 2005,Studio Deen,286869,3283
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",Ninja Nonsense,ニニンがシノブ伝,TV,12,Summer 2004,ufotable,30291,142
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",Air Master,エアマスター,TV,27,Spring 2003,Toei Animation,32762,155
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",Shrine of the Morning Mist,朝霧の巫女,TV,26,Summer 2002,"Chaos Project, GANSIS",6599,6
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",Cardcaptor Sakura,カードキャプターさくら,TV,70,Spring 1998,Madhouse,338021,12901
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",Unknown,だぁ! だぁ! だぁ!,TV,78,Spring 2000,J.C.Staff,20155,262
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",Unknown,ダンドー,TV,26,Spring 2004,Tokyo Kids,3514,5
235,Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed,名探偵コナン,TV,Unknown,Winter 1996,TMS Entertainment,252940,11827
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",E's Otherwise,エスアザーワイズ,TV,26,Spring 2003,Studio Pierrot,14745,29
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",Eureka Seven,交響詩篇エウレカセブン,TV,50,Spring 2005,Bones,379048,9241
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",Flame of Recca,烈火の炎,TV,42,Summer 1997,Studio Pierrot,54580,273
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",Gankutsuou:The Count of Monte Cristo,巌窟王,TV,24,Fall 2004,Gonzo,193810,3521
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",Genshiken,げんしけん,TV,12,Fall 2004,Palm Studio,150618,1330
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo,GIRLSブラボー first season,TV,11,Summer 2004,AIC Spirits,123337,329
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",The Gokusen,ごくせん,TV,13,Winter 2004,Madhouse,34951,210
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",Gravitation,グラビテーション,TV,13,Fall 2000,Studio Deen,100585,1322
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",Agatha Christie's Great Detectives Poirot and Marple,アガサ・クリスティーの名探偵ポワロとマープル,TV,39,Summer 2004,OLM,6279,20
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,TV,43,Summer 1999,Studio Pierrot,589324,20870
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",Rave Master,レイヴ,TV,51,Fall 2001,Studio Deen,84354,381
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,遙かなる時空の中で〜八葉抄〜,TV,26,Fall 2004,Yumeta Company,20801,123
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",Strawberry 100%,いちご100%,TV,12,Spring 2005,Madhouse,96555,262
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",InuYasha,犬夜叉,TV,167,Fall 2000,Sunrise,588434,17186
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",Zatch Bell!,金色のガッシュベル!!,TV,150,Spring 2003,Toei Animation,97615,1143
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",King From Now On!,今日からマ王！,TV,78,Spring 2004,Studio Deen,91225,1475
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",Unknown,マドラックス,TV,26,Spring 2004,Bee Train,35303,149
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",Haré+Guu,ジャングルはいつもハレのちグゥ,TV,26,Spring 2001,Shin-Ei Animation,29653,397
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",Haré+Guu Deluxe,ジャングルはいつもハレのちグゥ　デラックス,OVA,6,Unknown,Shin-Ei Animation,11181,25
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",Unknown,ジャングルはいつもハレのちグゥ　ＦＩＮＡＬ,OVA,7,Unknown,Shin-Ei Animation,9171,14
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",Voices of a Distant Star,ほしのこえ,OVA,1,Unknown,CoMix Wave Films,130748,551
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",Ikki Tousen,一騎当千,TV,13,Summer 2003,J.C.Staff,131435,439
258,Hitsuji no Uta,6.23,"Horror, Drama, Vampire",Unknown,羊のうた,OVA,4,Unknown,Madhouse,14923,38
259,Happy☆Lesson,6.64,"Comedy, Harem, Romance, School",Unknown,HAPPY☆LESSON,OVA,5,Unknown,Studio Hibari,10264,18
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",Unknown,HAPPY☆LESSON,TV,13,Spring 2002,Studio Hibari,23699,30
261,Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",Unknown,HAPPY☆LESSON ADVANCE,TV,13,Summer 2003,Studio Hibari,13015,8
262,Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",Unknown,HAPPY☆LESSON THE FINAL,OVA,3,Unknown,Studio Hibari,8369,5
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",Fighting Spirit,はじめの一歩 THE FIGHTING!,TV,75,Fall 2000,Madhouse,383603,15543
264,Hajime no Ippo: Champion Road,8.29,"Comedy, Shounen, Sports",Fighting Spirit:Champion Road,はじめの一歩 -Champion Road-,Special,1,Unknown,Madhouse,97346,220
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,"Comedy, Sports, Shounen",Unknown,はじめの一歩 間柴vs木村 死刑執行,OVA,1,Unknown,Madhouse,78073,155
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",Gunparade March:A New Song for the March,ガンパレード・マーチ -新たなる行軍歌-,TV,12,Winter 2003,J.C.Staff,14072,26
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",Gungrave,ガングレイヴ,TV,26,Fall 2003,Madhouse,154185,2294
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",Golden Boy,ゴールデンボーイ,OVA,6,Unknown,APPP,251683,3784
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach,BLEACH - ブリーチ -,TV,366,Fall 2004,Studio Pierrot,1286382,54386
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",Hellsing,Hellsing [ヘルシング],TV,13,Fall 2001,Gonzo,549632,5798
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",Unknown,ガドガード,TV,26,Spring 2003,Gonzo,11943,22
272,Noir,7.31,"Action, Mystery, Drama",Noir,ノワール,TV,26,Spring 2001,Bee Train,94112,823
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",Someday's Dreamers,魔法遣いに大切なこと,TV,12,Winter 2003,J.C.Staff,22151,38
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",Kiddy Grade,キディ・グレイド,TV,24,Fall 2002,Gonzo,40312,279
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",Love♥Love?,LOVE♥LOVE?,TV,9,Spring 2004,"Imagin, Studio Live",19439,15
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",Mahoromatic:Automatic Maiden,まほろまてぃっく,TV,12,Fall 2001,"Gainax, Shaft",53422,198
277,Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",Mahoromatic ~Something More Beautiful~,まほろまてぃっく  ~もっと美しいもの~,TV,14,Fall 2002,"Gainax, Shaft",28695,44
278,Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",Unknown,ビューティフル ジョー,TV,51,Fall 2004,Group TAC,9492,33
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",Requiem from the Darkness,京極夏彦　巷説百物語,TV,13,Fall 2003,TMS Entertainment,30547,114
280,Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",Animal Lane,アニマル横町,TV,51,Fall 2005,Gallop,2213,9
281,Akane Maniax,5.74,"Comedy, Mecha, Romance",Unknown,アカネマニアックス,OVA,3,Unknown,Silver,17094,13
282,Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",Unknown,エンジェル・ハート,TV,50,Fall 2005,TMS Entertainment,14584,72
283,Akage no Anne,7.7,"Slice of Life, Historical, Drama",Anne of Green Gables,赤毛のアン,TV,50,Winter 1979,Nippon Animation,22024,506
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",Unknown,エリア８８,TV,12,Winter 2004,Group TAC,11646,58
285,Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",Unknown,アルジェント ソーマ,TV,25,Fall 2000,Sunrise,21754,71
286,B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,B`T X　ビート・エックス,TV,25,Spring 1996,TMS Entertainment,9512,49
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",Unknown,グラップラー刃牙,TV,24,Winter 2001,Group TAC,74715,508
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Beyblade,爆転シュート　ベイブレード,TV,51,Winter 2001,Madhouse,87412,358
289,Comic Party,6.59,"Comedy, Drama",Comic Party,こみっくパーティー,TV,13,Spring 2001,OLM,16900,31
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",Crest of the Stars,星界の紋章,TV,13,Winter 1999,Sunrise,42853,423
291,D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",D.C.S.S. ~Da Capo Second Season~,D.C.S.S. ～ダ・カーポ セカンドシーズン～,TV,26,Summer 2005,feel.,30295,37
292,Dear Boys,6.85,"Drama, Shounen, Sports",Hoop Days,ディア・ボーイズ,TV,26,Spring 2003,A.C.G.T.,18906,48
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",Unknown,デ・ジ･キャラット,TV,16,Fall 1999,Madhouse,17527,108
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",Unknown,ダイバージェンス・イヴ,TV,13,Summer 2003,Radix,10680,7
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",Misaki Chronicle:Divergence Eve,みさきクロニクル 〜ダイバージェンス・イヴ〜,TV,13,Winter 2004,Radix,6386,10
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",Dragon Drive,ドラゴンドライブ,TV,38,Summer 2002,Madhouse,20176,52
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",Grenadier:The Beautiful Warrior,グレネーダー 〜ほほえみの閃士〜,TV,12,Fall 2004,Group TAC,49526,69
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",.hack//Legend Of The Twilight,.hack//黄昏の腕輪伝説,TV,12,Winter 2003,Bee Train,60523,166
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",.hack//Liminality,.hack//LIMINALITY,OVA,4,Unknown,Bee Train,30405,42
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",3x3 Eyes,3×3EYES,OVA,4,Unknown,Toei Animation,22835,103
301,Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,シンデレラボーイ,TV,13,Summer 2003,Magic Bus,5726,6
302,Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",Future Boy Conan,未来少年コナン,TV,26,Spring 1978,Nippon Animation,35832,450
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",Oh! My Goddess:The Adventures of Mini-Goddess,ああっ女神さまっ 小っちゃいって事は便利だねっ,TV,48,Spring 1998,OLM,20009,37
304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Ah! My Goddess:The Movie,劇場版　ああっ女神さまっ,Movie,1,Unknown,AIC,37975,108
305,Abashiri Ikka,5.39,"Action, Comedy, Shounen",Unknown,あばしり一家,OVA,4,Unknown,Studio Pierrot,3665,11
306,Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",Magical☆Shopping Arcade Abenobashi,アベノ橋魔法☆商店街,TV,13,Spring 2002,"Gainax, Madhouse",72414,326
307,Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",Adventures On Rainbow Pond,けろっこデメタン,TV,39,Winter 1973,Tatsunoko Production,965,2
